CoilID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
1081,1083.6972480297,572.3917860005296,671.3634769043979,737.8486614620808,650.7859373953462,604.2391237194071,546.6260073340546,525.4994374907717,478.9158964594026,8.741700451271871,29.0,43.56899471050328,1150.4064070771933,569.3448883914277,2.2263088076105597,20.780345335269885,1155.0250542856097,889.5782292657093,1393.8367450221494,647.6501468209002,556.027046596053,692.4502991041961,30.62287258064712,20.40989014503781,17.857982321202986,13.338960824707955,12.050104625157394,4.475306925193086,7.517591615640394,11.652200751278142,15.194796059183016,19.259130252712623,20.77763348124614,3903.0,14347815.0,3726.0,791.0,145.0,159.0,57.0,0.4616867281550665,0.0018938151744869,0.3047525049403791,0.0735918633708239,4.354574747986269,0.0018702557789968,0.0507247674048056,0.0014146485789928,0.0060520789889878,0.0
314,1008.1809625562483,709.665137734034,630.8272706240857,605.1686754826236,597.4042226488788,546.7268930667186,444.53127142771,550.2496590545369,487.7465224993525,3.696759533923342,38.0,36.52389045876552,469.2858028281883,549.5779704966334,5.033010751045007,24.377864041672627,1163.917322251457,899.6545877919494,1488.893829334617,511.93140033696255,779.4577249119425,627.0945266367929,30.475765505897694,16.67638752451411,17.95271491400006,14.59215485749145,10.749237429372934,6.525507433980067,7.518016259063586,9.56318823353221,11.552750715041933,13.223107427674467,15.376727510971218,3976.0,15177116.0,3973.0,3444.0,1931.0,171.0,62.0,0.8790441763469513,0.04648558545556,0.2723977246646288,0.0911391523756415,13.197568911030642,0.0023771446027427,0.0330457016102668,0.0005446462962911,0.1452096500397893,0.0
1228,1097.4785958598789,567.9794706468558,523.921209788543,623.2408248754035,581.4047282628077,563.0134623814557,451.8125199379942,540.8249821171792,415.03169565139126,4.584789706950387,30.0,47.630256754668416,597.9368871866548,552.9135756299778,,21.30063561572278,1154.817131555476,890.5743155374004,1261.443793382244,621.1074589163832,725.0847994142032,668.5982630010421,28.705392061381517,15.711906736357044,14.887591285611018,14.059455331627822,12.59041444786579,6.41903358699814,7.600732171610116,9.551979968689825,12.17471931438943,13.799559582306184,16.48483475308342,3739.0,15192864.0,3940.0,3629.0,810.0,172.0,62.0,0.8387880723868247,0.0491901586265718,0.2216628603680261,0.0233260266670646,3.498765902513525,0.0023542029572595,0.042452806469952,0.0,0.148409990603458,0.0
944,1102.735733064756,602.3132196291895,520.0712862627164,729.7008429238788,664.9513333864984,612.754180734269,558.2142837408898,550.691256618099,492.340874758416,10.057933506990045,31.0,51.1325410921237,1609.9428957367843,633.7815849292087,1.4120385787997864,25.12587137967002,1163.6586618893414,890.6324118842981,1273.2446535164593,585.4260489540295,686.9217713752431,698.8683017984661,28.344884097532866,20.15941947297492,19.40146280030857,14.005071178416726,10.856431828574188,4.693546548557749,8.554841609582654,13.586952825590371,18.75365545729059,20.964395168238504,20.016519225039094,214.0,0.0,0.0,149.0,112.0,161.0,57.0,0.5175362347135765,0.0027368989538095,0.3646649363561421,0.146592664002749,19.40303805430594,0.0013180922016224,0.0526527704477881,0.0018700356942289,0.0747387386781704,0.0
516,1058.2598501490984,203.672904844134,217.86157552101093,735.9853607961355,658.2147444543842,655.2934850605664,545.8402085776506,560.5552123930587,491.7318521329353,7.147422851732605,32.0,40.93905887098817,744.9669730103863,628.2891831313528,2.8786316444760995,20.37913443795381,1164.8677826677665,903.1553076895872,1280.140663659427,347.62363408633814,522.9682019445855,666.9160393343496,28.504329911389625,13.868086575002854,11.953435830214122,12.317624863918793,12.04910169170508,6.462929132204788,8.46215440716889,11.561943047109116,14.439193077237013,17.83537719635527,18.661126900048465,3649.0,11891961.0,4148.0,0.0,23.0,165.0,62.0,0.6109008262943679,0.0193407318179565,0.2231211508076837,0.0363053099499208,26.02301124299945,0.0013987773561518,0.0452501873212183,0.0,0.0037631856863196,0.0
912,1078.8609391299578,656.6957180148847,566.6520727155529,742.0749914128811,660.1171442814857,612.9930513366685,547.9702214666366,553.210440344954,474.4792724499719,7.446768294169717,30.0,47.632975008724586,850.5084721984642,582.992461819375,2.495808124244969,20.768075309506703,1156.953313307265,889.5413093133516,1288.2502142564035,614.1931836197638,723.7936643431063,704.1063867583342,27.73860426585019,15.879977279622048,15.100314888054768,13.5010423000406,11.824707859071047,4.642907227293562,7.5373650416806655,10.758551983651408,14.840623652171194,17.01187454299868,20.30221522942924,3943.0,14550523.0,3989.0,1939.0,0.0,165.0,57.0,0.7783399446011844,0.0126069455050965,0.3213848119601582,0.1360097134569038,-0.9395368001554364,0.0017939815277895,0.0503023279138331,0.0006951624683564,0.019277086032814,0.0
189,1080.2649438709573,497.38780506710486,635.2002401033618,724.7043926831196,668.6215302337828,662.3834684840056,550.8447841140741,547.5133192526455,487.7179313147512,8.75922666838244,32.0,48.98442564564076,1241.724710609123,590.1459474285273,1.7347703281620432,24.11869207971835,1132.0233637882322,888.5227017767583,1275.4802534219002,610.5254400490392,729.7088290991102,529.8758545222435,25.04977439994574,16.01120428059031,14.104343073939004,11.274979990029466,12.248048541558935,4.649111619246213,8.108381889201079,12.219226731897525,16.020590998947675,19.34061544561997,19.914266995916115,5.0,324898.0,0.0,0.0,150.0,160.0,62.0,0.524678433057228,0.0,0.1913611442985586,0.1651165438249545,-17.519579616865332,0.002364299082282,0.0500700686557391,0.0,0.053661872856883,0.0
1016,1077.2665347017146,440.5906557168103,494.5043238174897,735.538764616513,668.9256769350242,612.8060516364134,549.8021550116316,544.3832201281317,474.62224859498,7.233417853136289,27.0,48.97452517759122,885.188912388589,572.922888470938,2.279489210252594,18.557557075887104,1159.719832613383,889.536004316153,1275.4395547945755,186.9227506818476,647.2816742370667,849.841147421607,29.952013399426445,14.456535299755508,10.309040042215209,13.434996586113016,13.229492893623409,4.462527938521988,7.061551128111467,10.284005793211428,14.78001999928718,16.486924340742767,20.182760044577662,3923.0,15213434.0,1850.0,4000.0,10.0,166.0,57.0,0.7420895664780837,0.0098856511624167,0.1842211061021423,0.0079169670183873,-12.072706551047656,0.0005136113007093,0.0332933980544407,0.0026114557240036,0.0058612645656388,0.0
1529,933.7348734290824,801.5102802082906,627.8686194224288,737.4193501936142,748.1411923869066,712.8656623484162,591.4248881869038,538.6846229053042,479.1681381455411,5.865980070732726,24.0,48.15450125660051,796.9611861203116,619.5832279893076,3.13576335202787,39.01288039685488,1164.1543427260217,899.3962554737601,1716.579045803399,492.0338311024996,711.0201941102,720.3424051265104,35.88354855203566,30.78986276329029,24.3830305380528,16.148163741787496,12.515221152821043,4.532485267264364,6.225523339939685,8.964936037712944,13.123607112177355,15.05535913791238,17.628343287946098,3450.0,14058165.0,1545.0,110.0,27.0,167.0,62.0,0.5195379234099061,0.0006954978013401,0.1643852465503164,0.0042050447879712,1.6661991416795934,0.0,0.0466330414476861,0.0033168294743823,0.0679635262936469,0.0
1619,1029.2735764095185,812.3752201662468,395.4717329229993,610.2712289672503,618.5135580282397,585.0456118455892,468.3866398309856,460.2490329809757,397.3091926813727,2.2429397012012062,30.0,47.85591918120244,169.64214706401663,574.1171721877953,,28.852604870237545,1167.1030191880848,888.8304062475587,1593.7526316453875,484.4544216108592,702.2864686134743,760.6984045055702,34.15776693138476,-0.5747860861149163,17.87672956831952,15.213841258353453,10.920801725638189,4.51929808919765,4.810155628124716,4.672136991859636,6.956504893808876,7.479249946838109,7.476695476586156,0.0,15413910.0,3948.0,3666.0,4051.0,171.0,71.0,1.2237478382544444,0.0163468742510443,0.2173368678940486,0.0117327167323859,4.0471439509000735,0.0030388185956,0.049346822208942,0.0400497469001855,0.1257223819296398,0.0
1254,1083.7190135324583,474.3944957597553,632.2152797468059,734.3516739815619,658.6767113107729,617.4285216679973,541.2954230011787,545.7782754990468,492.4661219503169,7.50175015002009,31.0,39.92193728693691,1040.4977283706812,650.4312975558909,1.8773658691354835,19.99998847487385,1146.87540299977,890.8450817282699,1284.755013750486,744.2552945076696,671.2464145173603,636.9350892532403,25.03757917450661,18.22904300461236,16.208604098092795,13.682856417276572,12.262365001248943,4.354922026152227,6.893414235847248,10.329624403948332,14.34376686061269,16.138009461484778,20.189398745674787,0.0,15288493.0,89.0,129.0,75.0,160.0,62.0,0.1954014306202026,,0.3381485818034446,0.0900659186428882,11.220574738838046,0.0128572976501893,0.0334342255952242,0.0029312377255404,0.0245284310448693,0.0
367,1100.5905826234762,624.0980737187369,289.936604145644,730.7086684594916,668.1368423694285,657.4346359114176,559.6919659263212,571.4026271892926,494.0763211468504,7.18639332024045,36.0,50.81800389645346,832.7691559154372,653.1248306045246,2.8289259442482995,24.36670978432491,1158.8673697588486,878.3785209454416,1378.8363040504255,293.0445150106596,682.4036153294181,376.7178016897795,27.44222063850359,16.16234977527222,13.325985937651284,13.72955498664237,10.397575560482704,4.534232026137346,6.309077083599004,10.23758031600834,13.58603039003784,16.296375943981676,18.54731929117635,3954.0,15053903.0,202.0,191.0,0.0,155.0,67.0,0.1215903500747451,0.0036062710679418,0.1645501984586821,0.0157322604409943,-9.831834387660813,0.0006074100659247,0.0383906601400087,0.0,0.0067371859855154,0.0
114,1054.5149882809603,875.0560669614293,538.3383705483324,727.9810868093232,657.2184274196892,651.1055138096608,553.2396805039881,549.4730075708917,486.1799278737061,7.495434136244723,35.0,54.00499934299116,827.7116495843451,624.0677550735612,2.342478431665178,21.85596920375605,1121.8508034351305,897.1379117945804,1250.8291766837474,567.0077703227857,770.8764673219372,386.29359510154455,25.500293355452666,16.608584767625953,15.77202333520238,13.412237795828617,10.366520799791733,4.440713784003182,6.514355531659736,10.188874629174586,14.14663807716506,16.29373034663295,20.31249353710612,3547.0,14571303.0,3604.0,0.0,0.0,164.0,62.0,0.6178803794592267,0.0,0.3097075197665555,0.2340450283264418,-7.505618479698574,0.0006651326368515,0.050264515056993,0.0320413310314321,0.0473226684318953,0.0
1654,1017.4724485173886,907.0220795273028,425.57565115445095,628.0493128569991,645.1301485603456,575.5879482021875,460.830257321028,431.080251943253,387.19245838834127,1.9118710882229104,32.0,68.51313783752518,213.57397986432977,553.1551908869752,11.6270667390208,28.88784800212929,1158.2783995522022,880.5835522281351,1593.4883171755291,539.8063272755621,723.4871091309203,776.109235841447,34.21512845911177,0.1138890712968253,19.06923436404745,15.245905736261676,11.346426161334152,4.448700700139911,4.939381494741316,5.1150920665122825,6.735872047442439,7.030491757357273,6.714073088269505,3032.0,14559536.0,3961.0,3974.0,3938.0,170.0,70.0,1.0878791033170272,0.056769310573414,0.2632971998640568,0.0498672810404302,5.329142400496536,0.0016425780889623,0.0445933902074532,0.0001842556539918,0.064958322950393,0.0
1551,1035.7827196069327,689.9646301193329,415.1095994090141,614.9245389269622,655.60202927327,572.4575800034768,463.9679810522642,551.4878411186144,381.8824691854657,2.315207863670401,30.0,73.63395910814785,315.6580872525876,569.855693655927,,22.82192169616157,1181.517054316172,889.7977026147446,1539.6032316915396,495.3057437202266,745.3904824263271,663.5067296119921,29.13841181874785,0.4094540941262459,15.058402019392632,13.325176200603517,8.322267431478235,4.352583229487009,5.782480978626881,5.591895008731568,7.246384373236676,9.190009829176168,9.482059576074873,3463.0,16034931.0,3812.0,3829.0,698.0,169.0,67.0,1.277142493448222,0.0244972560367721,0.2821478130297,0.0481478573598619,1.5742066502482903,0.0,0.0513764153147727,0.0372142814439565,0.0078561254460755,0.0
1563,932.1237864973784,624.2061583391031,646.2817775180367,599.6457806050914,613.1135331143311,541.2958216419627,462.06442508778383,458.06838676031873,413.3574280891647,4.251665081333201,33.0,50.67159079066226,396.6797586610825,575.6241989868261,5.953577740744549,22.401520758789864,1156.055437670255,891.0968538929533,1544.0977718454117,666.1769945214061,652.6325965474605,661.3866680915435,32.360969499661294,15.834908676977308,14.801790553620084,13.217961905754162,10.305915241980165,4.466944850369408,5.383255074451812,7.6318598952594625,9.550195474416787,10.416515078564164,11.404717045454545,3732.0,15265684.0,3915.0,3792.0,1876.0,170.0,67.0,0.8044905845730751,0.017538922553926,0.3398808283997864,0.0217104575552588,3.238376074657451,0.0016600181225331,0.0437969033187684,0.0007727226627823,0.0858100513543081,0.0
125,1063.7923486727416,604.6690401270084,455.6353206825805,721.8350384618094,671.6940787829506,674.9481801460571,560.1255616691343,553.6212652570014,480.6048423742813,9.138831423651144,37.0,46.71186645895922,1213.1501656596636,601.3852780874754,1.6288284370286512,21.80835400036496,1129.2465877693946,887.7861843651968,1268.0602180913784,525.3258172400743,742.71543337091,583.1407536270461,23.78870806072976,14.946071742061998,14.560738326266549,13.678569319254755,9.846867389359137,4.479966962431335,7.475352225241974,11.682385034821428,16.08684296093553,20.448434489215902,20.734483117061004,0.0,247907.0,0.0,181.0,0.0,159.0,62.0,0.17900286702071,0.0,0.342389966985036,0.2261989298418297,42.53724615078765,0.0020850484348505,0.0492809497016994,0.0,0.0159161141221098,0.0
824,1082.7759087606375,736.842090694181,507.3762729767645,728.8502430458813,667.5596921420399,610.4660598894889,550.8268335920488,539.4222133907864,494.4748570804663,10.122559534167008,30.0,47.714443322381705,1434.3270214129166,632.626110160961,,26.59979148662864,1153.5469617187632,880.5715559178539,1253.663164953237,733.1613358886608,709.972524144606,610.7815169223292,31.01172681738164,18.538872875085204,21.06124446312471,13.93127796422063,10.517487553003916,4.696578772596267,8.286993556924427,12.938705376736111,18.032233015644564,19.20688314771893,20.066050966996237,0.0,0.0,278.0,0.0,0.0,151.0,57.0,0.4706705250271145,0.0021738011567381,0.377518662640587,0.1611706951426014,23.24811486304528,4.971135953746927e-05,0.0556085634953298,0.0005993762892977,0.056590971643057,0.0
1391,1009.3168355216848,605.3630615017655,656.5102723463143,599.1540768323382,597.1968542265281,552.6791928300335,475.54742349756094,468.1703533693303,425.18508004503815,3.920479229568498,33.0,42.94072807599286,497.4291039482082,546.1835047603479,,23.97014839460765,1182.4516260851997,910.1066494773588,1511.862009022438,706.0168592483955,818.0366063330519,701.7513479871342,34.12561785512794,16.42948019409839,16.686486348427234,15.300086783475145,10.734486502113151,4.558039969482759,5.6615339874559005,7.583030034512497,10.32810632590011,12.438492096239523,13.146586110144748,3889.0,13659993.0,3739.0,3877.0,3672.0,172.0,61.0,0.7914267069239984,0.0464185601499561,0.3733749106367241,0.1753705373793793,2.1915677171660253,0.002975232354829,0.0524766002659916,0.0013867117309825,0.1121746311722062,0.0
369,1099.4406175079537,236.2797505491879,307.8268820418357,730.2640045341888,667.5451033201014,654.5226560757212,557.6732594624044,559.1981276161703,490.2535146587604,10.077653185973071,36.0,36.1881377054968,1125.3631938580877,626.4062448109107,2.0141636804274854,22.2154195108278,1147.968921018202,897.5266603060196,1287.0278574126455,396.9234046796079,623.2430950680634,90.92253662444534,31.24907344821284,15.511228458692294,13.707993929970725,14.213686967633338,9.45176187071283,4.636885715197945,7.525423603684802,11.760201459110164,15.89424756262414,19.43960823757764,20.33793237258255,216.0,323234.0,0.0,0.0,184.0,160.0,62.0,0.6596660770860983,0.0,0.2637011377344382,0.0590859480277434,6.800720279062992,0.0014600445925541,0.043708783706029,0.0293034769904332,0.0630241583412156,0.0
1268,1102.4017922826497,665.4750889022321,528.5349191399408,739.3185034485208,652.0256435684157,599.0510346550035,537.4120659213775,538.7376129992838,494.9129182431982,4.801145684020224,28.0,49.12252939957451,572.0664418524365,553.4278053847713,3.560982688184356,19.866244725443455,1157.2101101209846,890.6218235680432,1254.911117755006,635.2590801339709,728.5169829068353,580.8985158096845,30.73912518347674,15.175852913343064,14.974827446250012,13.85024200333287,11.039384732618762,4.507892186221536,6.239979542254191,8.881292935788835,11.474936482455142,13.71114715162365,15.54674699412062,3672.0,15330949.0,1232.0,3856.0,3656.0,164.0,62.0,0.845998841517824,0.0431816574334814,0.2519800714607771,0.0304150134977744,21.07743155692921,0.0032116691159774,0.0488973286538768,0.0,0.1484341715699808,0.0
927,1094.280602199415,372.22614554750106,374.05844185462695,738.6192459240958,652.8298013213642,608.5174718835611,541.8327170687847,543.1480809103158,486.09698212791386,8.999152336340734,30.0,47.51567983339965,1119.592044742866,595.3035803989667,2.210966479704557,20.490966511181355,1160.023087782582,890.5338508271061,1273.639633669659,426.99166552241536,580.9247843699026,666.1507959447076,26.783980248342573,17.2953984659532,13.620199283297138,13.914792312546156,11.779540975101574,4.501302486596491,7.505476021691445,11.278267063665185,16.19442822751072,19.750844726359052,19.892649472845363,49.0,0.0,46.0,0.0,172.0,160.0,57.0,0.5706399866669883,0.0006267540552592,0.2627828454246484,0.0377748149102006,3.9703860909166697,0.0009220842278164,0.0455070339328732,0.0013098949554298,0.0501683957385423,0.0
1439,966.3598714735442,693.9017564878059,716.3192899513792,732.4254025242591,665.3469470632243,615.3469256636226,548.0673801241667,558.0578628109728,487.9497889338769,5.202666136476493,30.0,46.18120332358564,599.1819379125253,549.2651993279871,3.844721509573366,27.37388962062845,1170.4269098662808,898.7967026934491,1510.1429625888354,818.8218180229293,688.2025627405903,692.782302892219,35.099082969667926,20.17050811022363,19.77513062811129,14.66059979157286,11.490485269412597,4.537235934635988,6.112182230412244,8.725539975314692,11.450760162271497,14.801411495633376,14.477213328141447,4017.0,14602897.0,1644.0,3855.0,3779.0,165.0,62.0,0.9107303910764366,0.0453595829042807,0.2735477865328012,0.0592652187475049,-13.79567270800642,0.0028519072787139,0.0533569773888717,0.0016642103317152,0.1295266599633676,0.0
1587,1087.0197338070914,970.464911395664,632.6177299903147,615.6478337956481,620.1768743479026,571.4962610496656,456.7568236497373,444.0990336213717,382.5963308806666,2.3418141338108303,30.0,55.06789962178609,243.10759099395423,555.740018616936,8.148489344454601,24.692193022708,1162.5647033499297,888.6308880966395,1545.5256618703293,598.2509310750596,709.1825212097893,679.0680590092975,34.40509827875322,19.975096166417977,17.477118870683725,12.585842065355248,10.186874144512926,6.535787643232771,6.450208796013348,7.592302128396984,9.071086239417562,10.239797784480144,11.28991096611943,3826.0,16480647.0,3868.0,3573.0,788.0,167.0,67.0,0.8764793622178442,0.057989455599978,0.3498890962102273,0.119796681576596,11.139479289527744,0.0028872449615876,0.062202974880304,0.0,0.1803919261301141,0.0
375,1082.6757869611988,490.4300542627366,593.0374004354886,715.2978538068212,665.1672009776045,659.0115904362763,548.5982143851379,546.1960392859087,485.7383241474528,10.787632501464095,38.0,38.90003719885424,1550.2150321191873,635.0557061724652,1.5185463179097898,25.64368318903069,1129.3302681916225,889.7225945701987,1266.9490160080247,457.1292434028636,669.586561172502,341.6145713362559,25.183312266335108,17.541691894960508,14.151462033246425,13.983306424522318,11.471956965167786,4.65172409771301,8.504638868926184,13.243533918477487,18.06176577288174,19.79963465221791,20.314672271497063,0.0,0.0,0.0,0.0,264.0,161.0,62.0,0.5244409696708421,0.0016562120579721,0.3549964268797569,0.1551120873625681,41.16005674260362,0.0,0.0444621541845541,0.0008610018310157,0.0612439804733097,0.0
624,1071.3676577096546,1070.9547493855416,684.4310749802469,719.5247385301387,671.2444824146289,662.6275620479469,605.8863347142081,560.8191788539709,485.0147124686562,6.266223779028975,32.0,42.286238083174936,812.3973372961857,611.9906303615468,2.536142682128998,26.89666006709964,1135.83994026815,877.873433383437,1247.347607639541,608.1683061015264,969.5894093664984,547.0087961063277,25.6123928357214,20.781564154032893,22.128515708102768,12.537769776559884,10.317414213387917,4.668522698541778,7.221723242885147,10.602659082194036,15.284927716528411,17.801030773254485,19.58551270062022,3477.0,41818.0,3684.0,61.0,137.0,165.0,61.0,0.6984291808477365,0.002209828943775,0.260723319517722,0.1958638220953085,26.643080078272767,0.0024468475196473,0.3884747432936303,0.0012742425198546,0.1750584196006253,1.0
